_id,badge_level,cities_visited,helpful_votes,Vote_Categories,member__contribution,Contribution_Categories,member_since_year,Countries,user_Name
5b7a431940f98408e422f008,1,4,4,< 10,4,< 10,2017,India,KevinRL
5b7a504e40f98408e42303f9,1,4,4,< 10,4,< 10,2014,NA,FamilySP
5b7a431940f98408e422ebaa,1,4,4,< 10,4,< 10,2016,NA,flw141
5b7a2e6340f98408e422d7e5,1,4,4,< 10,4,< 10,2014,Australia,MarioB76
5b7a803d40f98408e4233338,1,4,4,< 10,4,< 10,2012,NA,
5b7a803d40f98408e42331ae,1,4,4,< 10,3,< 10,2007,UK,CH3108
5b7a803d40f98408e4232d78,1,4,4,< 10,3,< 10,2015,Australia,Showbiz M
5b7a504e40f98408e423067a,1,4,4,< 10,4,< 10,2009,Singapore,ThrillAndChill
5b7a72e540f98408e42319ca,1,4,4,< 10,3,< 10,2013,UK,TisforTravels
5b7a803d40f98408e4232e20,3,3,4,< 10,9,< 10,2017,Others,
5b7a2e6340f98408e422d46d,3,3,4,< 10,9,< 10,2015,NA,Cheerybluejo
5b7a803d40f98408e4233438,3,3,4,< 10,10,>= 10,2015,UK,Stewart G
5b7a72e540f98408e4231e55,3,3,4,< 10,15,>= 10,2014,Singapore,Rezwan S
5b7a504e40f98408e423066e,2,3,4,< 10,5,< 10,2015,Australia,16tarar
5b7a2e6340f98408e422d214,2,3,4,< 10,8,< 10,2015,Australia,GSK_Pharma
5b7a72e540f98408e4231c2d,2,3,4,< 10,4,< 10,2016,China,
5b7a803d40f98408e4232e54,2,3,4,< 10,4,< 10,2016,Malaysia,R_Sanjit
5b7a431940f98408e422ec00,2,3,4,< 10,6,< 10,2017,NA,Ben T
5b7a2e6340f98408e422ce49,2,3,4,< 10,7,< 10,2016,NA,b-sutcliffe1
5b7a72e540f98408e42318f6,2,3,4,< 10,5,< 10,2016,NA,luvholidays210
5b7a431940f98408e422eda4,2,3,4,< 10,4,< 10,2015,NA,mgthomlinson
5b7a803d40f98408e4232f8b,2,3,4,< 10,5,< 10,2014,NA,Priya R
5b7a72e540f98408e4231d89,2,3,4,< 10,5,< 10,2014,NA,puneetxgulati
5b7a431940f98408e422ee08,2,3,4,< 10,8,< 10,2017,NA,TravelMatt92
5b7a803d40f98408e42334e9,2,3,4,< 10,5,< 10,2008,Australia,Mauro71_Italy
5b7a431940f98408e422ee58,2,3,4,< 10,5,< 10,2016,Australia,E Y
5b7a2e6340f98408e422d90b,2,3,4,< 10,7,< 10,2013,Australia,Sarette D
5b7a431940f98408e422ec95,2,3,4,< 10,4,< 10,2014,Singapore,PXM055
5b7a431940f98408e422e656,2,3,4,< 10,6,< 10,2015,Singapore,riviera04
5b7a2e6340f98408e422d24a,2,3,4,< 10,5,< 10,2016,Singapore,masoud a
5b7a504e40f98408e4230398,2,3,4,< 10,3,< 10,2014,Singapore,Nissaka C
5b7a803d40f98408e4233522,2,3,4,< 10,5,< 10,2013,UK,Winstonw7910
5b7a2e6340f98408e422d573,2,3,4,< 10,6,< 10,2015,UK,
5b7a2e6340f98408e422d201,2,3,4,< 10,5,< 10,2016,Australia,Anthony R
5b7a803d40f98408e423308a,1,3,4,< 10,3,< 10,2016,UK,439marlynr
5b7a803d40f98408e423315f,1,3,4,< 10,3,< 10,2017,UK,72marie316
5b7a504e40f98408e422fd3a,1,3,4,< 10,3,< 10,2017,UK,Ali R
5b7a803d40f98408e423360d,1,3,4,< 10,3,< 10,2013,UK,Bootle45
5b7a803d40f98408e4232c2d,1,3,4,< 10,3,< 10,2005,UK,WilliamBiol
5b7a72e540f98408e4231f17,1,3,4,< 10,4,< 10,2014,US,Saadymf
5b7a2e6340f98408e422d77a,1,3,4,< 10,3,< 10,2014,UK,himandhermilperra
5b7a803d40f98408e42333dd,1,3,4,< 10,4,< 10,2015,NA,AngelGero
5b7a803d40f98408e423367f,1,3,4,< 10,3,< 10,2013,UK,jasonvyas
5b7a803d40f98408e42336b9,1,3,4,< 10,3,< 10,2008,UK,Joseph V
5b7a72e540f98408e4231b1c,1,3,4,< 10,3,< 10,2016,NA,GabrieleSarzana
5b7a2e6340f98408e422d482,1,3,4,< 10,3,< 10,2012,NA,JulieM1975
5b7a2e6340f98408e422d42e,1,3,4,< 10,3,< 10,2015,NA,MontagueMelbourne
5b7a803d40f98408e4232d60,1,3,4,< 10,3,< 10,2018,NA,shnooty
5b7a504e40f98408e4230675,1,3,4,< 10,4,< 10,2014,NA,TobySwitzerland
5b7a2e6340f98408e422d305,1,3,4,< 10,3,< 10,2011,NA,
5b7a803d40f98408e4233263,1,3,4,< 10,3,< 10,2015,New Zealand,Tansue1954
5b7a803d40f98408e42335c2,1,3,4,< 10,3,< 10,2010,UK,mo99999
5b7a803d40f98408e4233517,1,3,4,< 10,3,< 10,2015,New Zealand,karenj14
5b7a72e540f98408e42314bd,1,3,4,< 10,3,< 10,2013,Others,Hynet9
5b7a803d40f98408e4233300,1,3,4,< 10,3,< 10,2015,Australia,sunking2
5b7a803d40f98408e4232dbf,1,3,4,< 10,3,< 10,2017,US,China_Walker
5b7a803d40f98408e4232f8c,1,3,4,< 10,3,< 10,2017,Australia,SergeShall
5b7a2e6340f98408e422cfb2,1,3,4,< 10,4,< 10,2015,Others,NAA19
5b7a803d40f98408e4232e64,1,3,4,< 10,3,< 10,2010,UK,Theodora D
5b7a803d40f98408e4232e53,1,3,4,< 10,3,< 10,2009,UK,suzypuzyaf
5b7a803d40f98408e4232e5d,1,3,4,< 10,3,< 10,2015,Germany,juzcrap
5b7a2e6340f98408e422d79f,3,2,4,< 10,19,>= 10,2009,China,Ghalib I
5b7a431940f98408e422e895,2,2,4,< 10,6,< 10,2017,UAE,KSPKPakki
5b7a2e6340f98408e422d370,2,2,4,< 10,5,< 10,2014,Australia,Oilersfan1
5b7a803d40f98408e4233361,2,2,4,< 10,6,< 10,2016,Others,EG233
5b7a431940f98408e422ebeb,2,2,4,< 10,8,< 10,2016,NA,Alister1960
5b7a803d40f98408e42331ec,2,2,4,< 10,5,< 10,2014,NA,Karamea S
5b7a431940f98408e422e779,2,2,4,< 10,4,< 10,2016,NA,tatjana1963
5b7a504e40f98408e4230370,2,2,4,< 10,5,< 10,2009,Singapore,ZhiYang90
5b7a803d40f98408e4232e06,2,2,4,< 10,6,< 10,2016,Singapore,
5b7a72e540f98408e42319c0,1,2,4,< 10,3,< 10,2016,Australia,_aamore17
5b7a803d40f98408e4233131,1,2,4,< 10,4,< 10,2017,UK,RonWamberal
5b7a803d40f98408e4232ba0,1,2,4,< 10,3,< 10,2018,Australia,
5b7a803d40f98408e423331e,1,2,4,< 10,3,< 10,2016,Germany,707Denis
5b7a803d40f98408e4233688,1,2,4,< 10,4,< 10,2007,US,306Jenny306
5b7a431940f98408e422ed38,1,2,4,< 10,4,< 10,2017,Australia,Follke
5b7a803d40f98408e4232b55,1,2,4,< 10,3,< 10,2014,Italy,TheClairvoyant
5b7a803d40f98408e423321f,1,2,4,< 10,3,< 10,2011,UK,Kavous N
5b7a803d40f98408e42336c8,1,2,4,< 10,2,< 10,2007,UK,TommyOoi88
5b7a2e6340f98408e422d3a9,1,2,4,< 10,3,< 10,2015,Singapore,Dusando
5b7a803d40f98408e4232b39,1,2,4,< 10,3,< 10,2013,Singapore,Foster C
5b7a803d40f98408e4233098,1,2,4,< 10,3,< 10,2017,Singapore,jwidjj
5b7a803d40f98408e4233655,1,2,4,< 10,4,< 10,2014,Australia,SHAN W
5b7a2e6340f98408e422d649,2,1,4,< 10,7,< 10,2014,Singapore,tpeiping
5b7a2e6340f98408e422d7e9,1,1,4,< 10,3,< 10,2013,Thailand,btc12016
5b7a504e40f98408e422fd59,1,1,4,< 10,3,< 10,2018,Australia,Jarkko S
5b7a2e6340f98408e422d3d5,3,1249,3,< 10,8,< 10,2013,US,andrew r
5b7a504e40f98408e422fcfe,4,935,3,< 10,17,>= 10,2018,New Zealand,David_and_Julia2014
5b7a72e540f98408e4231869,3,403,3,< 10,10,>= 10,2005,US,sebastianpT7438KW
5b7a431940f98408e422e618,4,361,3,< 10,10,>= 10,2007,Norway,
5b7a803d40f98408e4232db9,3,350,3,< 10,10,>= 10,2009,Norway,
5b7a504e40f98408e42306d5,3,298,3,< 10,16,>= 10,2009,Australia,Lalibela05
5b7a803d40f98408e4232fc6,3,234,3,< 10,12,>= 10,2012,Australia,Ma9src
5b7a504e40f98408e42301c1,3,234,3,< 10,12,>= 10,2010,US,
5b7a72e540f98408e4231ccf,3,232,3,< 10,10,>= 10,2012,Australia,MoiNoy
5b7a2e6340f98408e422d874,3,226,3,< 10,11,>= 10,2013,Finland,JonQ
5b7a431940f98408e422e855,3,220,3,< 10,16,>= 10,2012,Others,Sarankrit S
5b7a803d40f98408e42330ae,1,212,3,< 10,3,< 10,2008,UK,Virtualbahia15
5b7a431940f98408e422ec1f,2,196,3,< 10,5,< 10,2009,Australia,Sachin_Jain1975
5b7a803d40f98408e4233225,3,157,3,< 10,8,< 10,2009,UK,Karl H
5b7a2e6340f98408e422d33b,4,151,3,< 10,24,>= 10,2007,Others,stzw77
5b7a431940f98408e422eb39,4,131,3,< 10,36,>= 10,2011,UK,Andrew M
5b7a504e40f98408e4230451,3,131,3,< 10,5,< 10,2007,Singapore,ccycatherine2002
5b7a431940f98408e422eb3f,3,130,3,< 10,10,>= 10,2007,Australia,Marina L
5b7a504e40f98408e422fced,2,129,3,< 10,9,< 10,2010,Malaysia,Richard J
5b7a431940f98408e422ef97,3,123,3,< 10,4,< 10,2012,France,Anand S
5b7a504e40f98408e422fcef,3,122,3,< 10,22,>= 10,2015,Australia,Ken K
5b7a803d40f98408e423300c,2,120,3,< 10,7,< 10,2009,Australia,flaburthe
5b7a431940f98408e422e91b,3,117,3,< 10,13,>= 10,2012,UK,Frenchiegas
5b7a72e540f98408e4231c24,1,114,3,< 10,3,< 10,2007,UK,Geordie B
5b7a431940f98408e422e9cf,3,110,3,< 10,15,>= 10,2013,Australia,Lester C
5b7a72e540f98408e4231771,3,105,3,< 10,16,>= 10,2008,US,Dani87S
5b7a504e40f98408e422fc60,4,101,3,< 10,18,>= 10,2009,Switzerland,murrayk2006
5b7a504e40f98408e422ff69,4,101,3,< 10,18,>= 10,2009,Switzerland,murrayNelson
5b7a803d40f98408e4233392,2,100,3,< 10,3,< 10,2008,France,karori12
5b7a504e40f98408e422ffc2,4,99,3,< 10,14,>= 10,2012,New Zealand,Marion M
5b7a504e40f98408e4230734,2,97,3,< 10,6,< 10,2012,China,peterw_in_Wakefield
5b7a431940f98408e422edaf,3,96,3,< 10,21,>= 10,2009,NA,cathycstorie
5b7a2e6340f98408e422d434,3,94,3,< 10,12,>= 10,2010,NA,col049_11
5b7a431940f98408e422ea91,4,81,3,< 10,27,>= 10,2013,US,Bazz J
5b7a2e6340f98408e422d8ea,3,79,3,< 10,8,< 10,2011,US,Yousif12
5b7a2e6340f98408e422d141,2,78,3,< 10,3,< 10,2011,UK,ExpatPro93
5b7a431940f98408e422e4f9,4,77,3,< 10,26,>= 10,2012,Germany,sandismith
5b7a431940f98408e422eb00,2,76,3,< 10,7,< 10,2013,NA,charlize59
5b7a72e540f98408e42318bf,4,74,3,< 10,28,>= 10,2009,Australia,Sizzam
5b7a2e6340f98408e422d317,3,74,3,< 10,10,>= 10,2007,Australia,SurfnPics
5b7a431940f98408e422eea7,5,72,3,< 10,35,>= 10,2016,US,Lars S
5b7a72e540f98408e423156b,3,68,3,< 10,11,>= 10,2007,Others,SydneyGlennie
5b7a431940f98408e422ed11,2,65,3,< 10,6,< 10,2008,Australia,Mike N
5b7a72e540f98408e423178a,3,64,3,< 10,12,>= 10,2013,Thailand,JattConnoisseur
5b7a431940f98408e422ea4b,3,63,3,< 10,9,< 10,2010,Germany,ozpuddle
5b7a72e540f98408e4231aad,3,63,3,< 10,20,>= 10,2016,NA,Brit_M
5b7a803d40f98408e4232ba2,2,63,3,< 10,7,< 10,2008,Australia,
5b7a431940f98408e422ec2e,3,60,3,< 10,9,< 10,2013,Australia,TonyGoldCoast4225
5b7a431940f98408e422ea5e,2,59,3,< 10,5,< 10,2008,Australia,Claire R
5b7a431940f98408e422ec09,3,58,3,< 10,12,>= 10,2009,Germany,isabella_angelis
5b7a2e6340f98408e422d6c4,2,56,3,< 10,5,< 10,2012,NA,CGL_17
5b7a2e6340f98408e422d240,3,55,3,< 10,15,>= 10,2012,Malaysia,
5b7a803d40f98408e4232ca1,1,53,3,< 10,3,< 10,2009,Singapore,DennisRogers
5b7a72e540f98408e423171a,1,48,3,< 10,4,< 10,2015,Singapore,Sorin-Sfetcu
5b7a803d40f98408e4232ffa,3,47,3,< 10,20,>= 10,2009,Australia,TalismanUk
5b7a504e40f98408e4230200,2,47,3,< 10,9,< 10,2013,NA,Dee D
5b7a2e6340f98408e422d1b6,3,46,3,< 10,13,>= 10,2016,NA,Chciagocritic
5b7a431940f98408e422e72e,3,46,3,< 10,12,>= 10,2015,UK,
5b7a72e540f98408e4231a29,3,41,3,< 10,12,>= 10,2010,Singapore,
5b7a431940f98408e422ef8f,2,41,3,< 10,7,< 10,2011,Australia,Katherine A
5b7a803d40f98408e4232d8a,2,41,3,< 10,5,< 10,2010,Singapore,bojannoamb
5b7a504e40f98408e4230019,1,41,3,< 10,4,< 10,2013,UK,wilsonn4
5b7a431940f98408e422e53e,3,40,3,< 10,6,< 10,2010,Finland,rbendriss
5b7a2e6340f98408e422d17b,2,40,3,< 10,8,< 10,2008,NA,Naj v
5b7a2e6340f98408e422d84b,2,39,3,< 10,6,< 10,2008,India,
5b7a504e40f98408e422fd33,2,39,3,< 10,7,< 10,2012,Singapore,TonyCann
5b7a803d40f98408e4232f8a,2,38,3,< 10,4,< 10,2009,China,Dearhouse
5b7a504e40f98408e42302bd,4,37,3,< 10,23,>= 10,2012,Australia,AbdullahRabani
5b7a431940f98408e422eb5f,3,37,3,< 10,20,>= 10,2007,Australia,Cwinx
5b7a2e6340f98408e422cf56,2,36,3,< 10,7,< 10,2008,UK,Brituot D
5b7a431940f98408e422eaac,2,34,3,< 10,7,< 10,2013,NA,Chiisora
5b7a431940f98408e422e743,1,34,3,< 10,2,< 10,2017,NA,
5b7a504e40f98408e422fec1,4,33,3,< 10,46,>= 10,2017,NA,Zganton568
5b7a72e540f98408e4231d04,3,33,3,< 10,16,>= 10,2009,Others,Barry O
5b7a803d40f98408e4232b94,2,33,3,< 10,8,< 10,2007,Singapore,Krishan J
5b7a2e6340f98408e422d756,2,33,3,< 10,3,< 10,2013,Singapore,mariko-af-stockholm
5b7a803d40f98408e4232e60,4,32,3,< 10,25,>= 10,2012,NA,farjadim
5b7a803d40f98408e42335ae,3,32,3,< 10,19,>= 10,2014,Germany,Simona H
5b7a431940f98408e422eddb,3,32,3,< 10,10,>= 10,2014,NA,Keith B
5b7a431940f98408e422e6f9,4,31,3,< 10,18,>= 10,2008,Australia,IAN M
5b7a803d40f98408e42330f5,2,31,3,< 10,8,< 10,2005,Others,Anna B
5b7a431940f98408e422ed3b,1,31,3,< 10,3,< 10,2007,NA,florian b
5b7a504e40f98408e4230344,3,30,3,< 10,19,>= 10,2010,NA,GBGGlobetrotter
5b7a431940f98408e422ee6d,3,29,3,< 10,22,>= 10,2015,NA,Bob H
5b7a504e40f98408e42307c8,2,29,3,< 10,6,< 10,2014,Others,Addie S
5b7a803d40f98408e4232bbb,2,28,3,< 10,5,< 10,2013,UK,py_bh
5b7a72e540f98408e4231b32,1,28,3,< 10,4,< 10,2009,Australia,Lifeisatrip4me
5b7a431940f98408e422ebbf,3,25,3,< 10,11,>= 10,2013,Thailand,Christiaan B
5b7a431940f98408e422eded,3,25,3,< 10,18,>= 10,2016,NA,Aznan_Wanderlust
5b7a431940f98408e422e661,5,24,3,< 10,23,>= 10,2009,Others,jan497
5b7a2e6340f98408e422d3be,2,23,3,< 10,5,< 10,2013,Singapore,Matthew L
5b7a431940f98408e422edd6,3,22,3,< 10,12,>= 10,2013,NA,cychk
5b7a72e540f98408e4231d73,3,22,3,< 10,13,>= 10,2012,NA,Roman S
5b7a431940f98408e422eab1,5,21,3,< 10,43,>= 10,2017,US,Sanchay M
5b7a72e540f98408e423159a,4,21,3,< 10,27,>= 10,2007,UK,PaulineJean19
5b7a504e40f98408e42305e1,3,21,3,< 10,13,>= 10,2008,Singapore,Californian2012
5b7a72e540f98408e4231970,4,20,3,< 10,25,>= 10,2016,NA,Jnhang
5b7a803d40f98408e423302a,4,20,3,< 10,27,>= 10,2016,New Zealand,Dewhirst040710
5b7a2e6340f98408e422d35a,3,20,3,< 10,14,>= 10,2012,NA,teddy000
5b7a2e6340f98408e422cfd0,5,19,3,< 10,60,>= 10,2015,Singapore,Tania R
5b7a504e40f98408e423020b,3,19,3,< 10,24,>= 10,2012,Australia,masamr2015
5b7a2e6340f98408e422d42c,1,19,3,< 10,4,< 10,2009,Australia,athenagraeme
5b7a504e40f98408e422fe71,4,18,3,< 10,29,>= 10,2010,Others,nota1timetraveller
5b7a72e540f98408e4231b2c,3,18,3,< 10,21,>= 10,2012,Australia,Kezial2013
5b7a431940f98408e422ef7d,4,17,3,< 10,25,>= 10,2017,NA,Lynn B
5b7a2e6340f98408e422cee0,4,17,3,< 10,27,>= 10,2015,NA,tori_0505
5b7a431940f98408e422f04c,3,17,3,< 10,10,>= 10,2009,NA,Rasmus H
5b7a2e6340f98408e422d3b8,3,17,3,< 10,17,>= 10,2008,Australia,japplet0n
5b7a803d40f98408e4233002,2,17,3,< 10,8,< 10,2013,NA,SLinRome
5b7a2e6340f98408e422d390,5,16,3,< 10,34,>= 10,2012,NA,Orlando Frile B
5b7a504e40f98408e4230448,4,16,3,< 10,22,>= 10,2013,New Zealand,philipjaniss
5b7a431940f98408e422f02f,3,16,3,< 10,15,>= 10,2015,Australia,Brian A
5b7a504e40f98408e4230155,3,16,3,< 10,11,>= 10,2014,Singapore,verie
5b7a2e6340f98408e422d720,3,15,3,< 10,11,>= 10,2009,NA,JennySD2014
5b7a504e40f98408e42301ff,3,15,3,< 10,12,>= 10,2013,US,Oggs2014
5b7a72e540f98408e4231d91,4,14,3,< 10,27,>= 10,2013,NA,Llyn R
5b7a72e540f98408e42319a6,4,14,3,< 10,34,>= 10,2015,Others,Billytoucan
5b7a431940f98408e422ede6,4,14,3,< 10,24,>= 10,2017,France,AUSLion
5b7a803d40f98408e42331b7,3,14,3,< 10,13,>= 10,2008,UK,Burrows_79
5b7a72e540f98408e423186d,3,14,3,< 10,9,< 10,2007,NA,pobcaz
5b7a431940f98408e422e9d5,3,14,3,< 10,18,>= 10,2011,Others,Sheila F
5b7a803d40f98408e42332df,1,14,3,< 10,4,< 10,2008,Australia,Cherry S
5b7a431940f98408e422e9e3,4,13,3,< 10,41,>= 10,2014,US,Louise B
5b7a504e40f98408e4230313,4,13,3,< 10,31,>= 10,2008,Others,156kirant
5b7a803d40f98408e4233159,4,13,3,< 10,27,>= 10,2014,Australia,marriottfamily2016
5b7a504e40f98408e42304c9,4,13,3,< 10,30,>= 10,2015,Indonesia,EdwinOM
5b7a2e6340f98408e422d2da,3,13,3,< 10,23,>= 10,2012,US,Bart V
5b7a431940f98408e422e4f0,3,13,3,< 10,13,>= 10,2013,US,eosenriquez
5b7a431940f98408e422ee4a,3,13,3,< 10,15,>= 10,2012,NA,G S
5b7a72e540f98408e4231be7,3,13,3,< 10,13,>= 10,2009,US,
5b7a431940f98408e422e524,4,12,3,< 10,22,>= 10,2014,Australia,Kanyarin S
5b7a2e6340f98408e422d6ea,3,12,3,< 10,13,>= 10,2012,UK,imnotahipster
5b7a803d40f98408e42334fa,3,12,3,< 10,12,>= 10,2013,India,
5b7a2e6340f98408e422d868,3,12,3,< 10,17,>= 10,2014,US,davero25
5b7a431940f98408e422e744,3,12,3,< 10,16,>= 10,2016,NA,vivek v
5b7a431940f98408e422efeb,3,12,3,< 10,20,>= 10,2014,NA,XavRiv33
5b7a2e6340f98408e422d89a,3,12,3,< 10,13,>= 10,2013,Others,
5b7a504e40f98408e422fcbc,3,12,3,< 10,19,>= 10,2013,US,tracey2586
5b7a431940f98408e422e773,3,12,3,< 10,15,>= 10,2014,US,janipots
5b7a2e6340f98408e422d753,3,12,3,< 10,11,>= 10,2011,Australia,JamieANS
5b7a2e6340f98408e422d592,2,12,3,< 10,6,< 10,2015,Australia,Oyaku D
5b7a504e40f98408e422fdaf,4,11,3,< 10,28,>= 10,2017,China,chrissyy71
5b7a72e540f98408e4231c5b,4,11,3,< 10,23,>= 10,2011,Australia,Betsy99
5b7a803d40f98408e4233427,3,11,3,< 10,13,>= 10,2013,France,Greco S
5b7a431940f98408e422e51c,3,11,3,< 10,15,>= 10,2017,NA,lindsay r
5b7a431940f98408e422eafc,3,11,3,< 10,15,>= 10,2016,NA,Mark L
5b7a504e40f98408e423039e,3,11,3,< 10,11,>= 10,2015,NA,MPMHale
5b7a504e40f98408e422fcb3,3,11,3,< 10,12,>= 10,2010,NA,pspeed19
5b7a2e6340f98408e422d696,3,11,3,< 10,14,>= 10,2013,Australia,Maria F
5b7a504e40f98408e42307b4,3,11,3,< 10,12,>= 10,2013,Australia,arieshorse
5b7a803d40f98408e42333f3,4,10,3,< 10,27,>= 10,2013,NA,anonymous_x12
5b7a504e40f98408e422fed7,4,10,3,< 10,28,>= 10,2015,New Zealand,Jemma J
5b7a504e40f98408e4230256,4,10,3,< 10,28,>= 10,2015,New Zealand,Jen A
5b7a431940f98408e422eb24,4,10,3,< 10,30,>= 10,2013,Australia,Elie C
5b7a431940f98408e422e534,4,10,3,< 10,17,>= 10,2015,US,
5b7a72e540f98408e4231580,4,10,3,< 10,34,>= 10,2010,Singapore,EdH76
5b7a2e6340f98408e422d2fa,3,10,3,< 10,13,>= 10,2014,US,mtopliss75
5b7a72e540f98408e4231815,3,10,3,< 10,12,>= 10,2015,Others,Lynne M
5b7a431940f98408e422e881,3,10,3,< 10,10,>= 10,2017,Australia,dancarter86
5b7a504e40f98408e422ff2e,3,10,3,< 10,14,>= 10,2015,Australia,Pargs10
5b7a2e6340f98408e422d5c4,3,10,3,< 10,13,>= 10,2012,NA,1Gorby
5b7a72e540f98408e4231c6b,3,10,3,< 10,12,>= 10,2010,NA,BobEdm
5b7a431940f98408e422f010,3,10,3,< 10,11,>= 10,2014,NA,Galen F
5b7a72e540f98408e4231a02,3,10,3,< 10,17,>= 10,2015,UK,pvoscott
5b7a72e540f98408e4231cbe,3,10,3,< 10,17,>= 10,2015,UK,PW03
5b7a2e6340f98408e422d1a0,3,10,3,< 10,21,>= 10,2016,India,Jayne B
5b7a431940f98408e422e9c7,3,10,3,< 10,14,>= 10,2015,India,untissa
5b7a803d40f98408e42330a1,2,10,3,< 10,9,< 10,2017,UK,liz19622017
5b7a2e6340f98408e422d396,2,10,3,< 10,8,< 10,2015,NA,
5b7a803d40f98408e42334f0,2,10,3,< 10,8,< 10,2010,Others,
5b7a504e40f98408e422ff73,2,10,3,< 10,9,< 10,2013,Australia,weisiongn
5b7a2e6340f98408e422d1b5,2,10,3,< 10,8,< 10,2009,UK,Seggiesmoggie
5b7a803d40f98408e4233137,4,9,3,< 10,25,>= 10,2012,New Zealand,EagleChris
5b7a72e540f98408e42318df,3,9,3,< 10,13,>= 10,2013,UK,chirag m
5b7a504e40f98408e42303b7,3,9,3,< 10,8,< 10,2015,US,stinker13
5b7a431940f98408e422e7fd,3,9,3,< 10,10,>= 10,2015,UK,tinap00l
5b7a72e540f98408e4231be2,3,9,3,< 10,11,>= 10,2012,NA,denis2_in
5b7a2e6340f98408e422d3c1,3,9,3,< 10,13,>= 10,2011,NA,HadesNL
5b7a72e540f98408e4231915,3,9,3,< 10,16,>= 10,2016,NA,Linda W
5b7a2e6340f98408e422d137,3,9,3,< 10,14,>= 10,2015,NA,MH2806
5b7a431940f98408e422eecb,3,9,3,< 10,12,>= 10,2015,NA,Rachit J
5b7a504e40f98408e42301cb,3,9,3,< 10,10,>= 10,2015,UK,875jazreelc
5b7a504e40f98408e4230143,3,9,3,< 10,15,>= 10,2011,Singapore,poha2017
5b7a504e40f98408e423009d,3,9,3,< 10,12,>= 10,2011,US,
5b7a2e6340f98408e422cdaf,3,9,3,< 10,20,>= 10,2017,Australia,Shaz-net
5b7a504e40f98408e422ff77,2,9,3,< 10,9,< 10,2006,UK,ellas2234
5b7a504e40f98408e4230450,2,9,3,< 10,9,< 10,2015,Malaysia,
5b7a72e540f98408e42315ba,2,9,3,< 10,7,< 10,2009,Australia,
5b7a803d40f98408e4232e9a,2,9,3,< 10,7,< 10,2012,UK,Kerry C
5b7a431940f98408e422e826,5,8,3,< 10,22,>= 10,2018,NA,Marion B
5b7a504e40f98408e422ffaa,4,8,3,< 10,15,>= 10,2007,Australia,Backhome1012
5b7a431940f98408e422e632,4,8,3,< 10,24,>= 10,2018,Others,Ali E
5b7a431940f98408e422eb68,4,8,3,< 10,14,>= 10,2017,NA,Nysz M
5b7a504e40f98408e42301c3,4,8,3,< 10,19,>= 10,2015,India,Rasand
5b7a2e6340f98408e422d516,4,8,3,< 10,20,>= 10,2009,Australia,PUREFX
5b7a431940f98408e422e980,3,8,3,< 10,14,>= 10,2011,UK,
5b7a803d40f98408e4233556,3,8,3,< 10,11,>= 10,2015,India,ABM583
5b7a431940f98408e422ead8,3,8,3,< 10,11,>= 10,2015,Indonesia,BilloEngland
5b7a431940f98408e422ef76,3,8,3,< 10,10,>= 10,2016,US,Kat S
5b7a72e540f98408e4231dff,3,8,3,< 10,17,>= 10,2013,Indonesia,atripwithme
5b7a72e540f98408e42317c9,3,8,3,< 10,12,>= 10,2015,Indonesia,Endang S
5b7a803d40f98408e4233353,3,8,3,< 10,18,>= 10,2012,Australia,buspasstraveller
5b7a431940f98408e422efe7,3,8,3,< 10,18,>= 10,2017,NA,Anne V
5b7a504e40f98408e42301d4,3,8,3,< 10,16,>= 10,2016,NA,dears99
5b7a803d40f98408e42334be,3,8,3,< 10,10,>= 10,2013,Australia,JuliaGil
5b7a72e540f98408e4231f01,3,8,3,< 10,16,>= 10,2013,NA,JannieLas
5b7a803d40f98408e42331a3,3,8,3,< 10,14,>= 10,2009,NA,Jonathan W
5b7a803d40f98408e42331c4,3,8,3,< 10,11,>= 10,2016,NA,Samuel K
5b7a2e6340f98408e422d188,3,8,3,< 10,18,>= 10,2011,NA,Veronica110
5b7a72e540f98408e4231f0f,3,8,3,< 10,11,>= 10,2013,China,
5b7a431940f98408e422eae2,3,8,3,< 10,8,< 10,2015,Austria,ejmna1
5b7a504e40f98408e422fe81,3,8,3,< 10,14,>= 10,2010,Singapore,owenofoz
5b7a2e6340f98408e422d5bc,3,8,3,< 10,12,>= 10,2015,South Korea,Jacob M
5b7a2e6340f98408e422d3f7,3,8,3,< 10,8,< 10,2015,Others,BALIBOY61
5b7a431940f98408e422e5bf,3,8,3,< 10,9,< 10,2014,Australia,BigIsleFoodie
5b7a803d40f98408e4232c81,3,8,3,< 10,8,< 10,2013,Australia,Dunnie1
5b7a803d40f98408e4233402,3,8,3,< 10,13,>= 10,2013,Australia,Professor25
5b7a72e540f98408e42317c5,3,8,3,< 10,14,>= 10,2015,Australia,
5b7a72e540f98408e4231b84,3,8,3,< 10,14,>= 10,2015,Australia,
5b7a431940f98408e422e5a4,2,8,3,< 10,9,< 10,2013,Australia,11sunseeker
5b7a2e6340f98408e422cdaa,2,8,3,< 10,8,< 10,2013,UK,tandl03
5b7a504e40f98408e422fc61,2,8,3,< 10,7,< 10,2015,US,Bushymartin
5b7a72e540f98408e423147b,2,8,3,< 10,7,< 10,2014,Singapore,Zahid U
5b7a803d40f98408e423367c,2,8,3,< 10,6,< 10,2014,UK,Sarum_Castle
5b7a504e40f98408e422fc68,2,8,3,< 10,9,< 10,2009,Australia,Jon W
